date,min,max,zero_count,zero_percent,average,standard_deviation,variance
2022-09-02 11:38:17,188,157,159,105,99,99,99
2022-09-02 11:38:17,168,128,133,0,100,100,100
2022-09-02 11:38:17,138,146,125,168,100,101,100
2022-09-02 11:38:17,158,139,192,139,99,100,99
2022-09-02 11:38:17,138,119,139,185,99,101,101
2022-09-02 11:38:17,149,156,135,134,101,99,99
2022-09-02 11:38:17,111,106,140,116,100,100,99
2022-09-02 11:38:17,191,136,135,0,100,101,100
2022-09-02 11:38:17,179,108,179,154,99,101,100
2022-09-02 11:38:17,186,200,197,136,100,100,99
2022-09-02 11:38:17,139,123,149,198,99,99,100
2022-09-02 11:38:17,112,157,132,123,101,101,99
2022-09-02 11:38:17,108,161,187,0,99,99,101
2022-09-02 11:38:17,159,186,178,115,99,100,100
2022-09-02 11:38:17,149,101,131,136,99,99,100
2022-09-02 11:38:17,159,143,196,103,100,99,100
2022-09-02 11:38:17,138,171,198,141,100,99,100
2022-09-02 11:38:17,107,160,133,0,100,100,100
2022-09-02 11:38:17,158,140,157,103,101,100,101
2022-09-02 11:38:17,123,134,186,156,100,100,101
2022-09-02 11:38:17,162,179,189,146,101,100,100
2022-09-02 11:38:17,151,131,146,0,101,101,100
2022-09-02 11:38:17,153,157,145,0,99,99,100
2022-09-02 11:38:17,198,153,102,183,101,100,100
2022-09-02 11:38:17,186,151,147,154,99,100,100
2022-09-02 11:38:17,188,170,166,132,100,101,100
2022-09-02 11:38:17,167,119,192,158,99,101,101
2022-09-02 11:38:17,133,102,180,160,99,101,99
2022-09-02 11:38:17,102,142,135,129,99,100,99
2022-09-02 11:38:17,117,149,126,170,101,100,99
2022-09-02 11:38:17,190,108,119,136,100,100,101
2022-09-02 11:38:17,143,174,184,166,100,100,100
2022-09-02 11:38:17,120,106,129,197,99,99,99
2022-09-02 11:38:17,132,146,195,110,100,101,100
2022-09-02 11:38:17,160,124,153,114,99,99,101
2022-09-02 11:38:17,106,149,152,199,100,101,100
2022-09-02 11:38:17,106,197,151,129,101,100,101
2022-09-02 11:38:17,172,169,119,129,99,101,99
2022-09-02 11:38:17,100,145,193,135,99,101,101
2022-09-02 11:38:17,182,166,163,198,99,101,99
2022-09-02 11:38:17,179,135,142,155,101,101,99
2022-09-02 11:38:17,193,154,138,175,101,99,101
2022-09-02 11:38:17,172,200,135,143,101,100,101
2022-09-02 11:38:17,149,183,175,198,101,100,100
2022-09-02 11:38:17,183,152,107,191,100,101,99
2022-09-02 11:38:17,117,119,104,113,100,100,100
2022-09-02 11:38:17,176,199,192,117,100,101,99
2022-09-02 11:38:17,184,104,148,119,101,101,99
2022-09-02 11:38:17,134,116,110,0,99,101,101
2022-09-02 11:38:17,133,150,133,157,99,99,101
2022-09-02 11:38:17,144,105,183,0,101,99,99
2022-09-02 11:38:17,161,167,105,105,100,100,101
2022-09-02 11:38:17,196,111,131,186,100,101,100
2022-09-02 11:38:17,179,195,147,0,101,101,100
2022-09-02 11:38:17,114,106,154,125,100,100,99
2022-09-02 11:38:17,127,139,137,169,101,100,100
2022-09-02 11:38:17,179,118,171,121,99,100,100
2022-09-02 11:38:17,181,108,138,117,101,101,101
2022-09-02 11:38:17,141,137,168,0,99,101,100
2022-09-02 11:38:17,177,187,136,196,101,100,100
2022-09-02 11:38:17,144,182,177,191,101,101,101
2022-09-02 11:38:17,118,130,117,179,99,100,100
2022-09-02 11:38:17,149,110,132,165,101,101,100
2022-09-02 11:38:17,113,161,144,108,101,99,101
2022-09-02 11:38:17,195,123,176,153,99,99,99
2022-09-02 11:38:17,167,184,116,178,101,99,100
2022-09-02 11:38:17,156,142,108,161,99,100,99
2022-09-02 11:38:17,195,145,122,185,101,100,101
2022-09-02 11:38:17,191,144,112,120,99,100,99
2022-09-02 11:38:17,158,189,192,0,101,99,101
2022-09-02 11:38:17,155,123,169,100,100,100,100
2022-09-02 11:38:17,140,103,180,0,99,99,100
2022-09-02 11:38:17,131,149,176,106,100,100,101
2022-09-02 11:38:17,157,163,199,0,101,99,99
2022-09-02 11:38:17,196,141,136,108,100,99,100
2022-09-02 11:38:17,158,130,169,175,99,101,101
2022-09-02 11:38:17,104,106,101,106,99,99,101
2022-09-02 11:38:17,156,188,178,190,101,101,101
2022-09-02 11:38:17,161,127,156,109,100,100,101
2022-09-02 11:38:17,116,179,130,182,99,101,99
2022-09-02 11:38:17,176,191,159,101,101,101,100
2022-09-02 11:38:17,149,126,134,166,99,101,101
2022-09-02 11:38:17,105,113,143,192,100,101,101
2022-09-02 11:38:17,191,192,128,139,101,101,101
2022-09-02 11:38:17,147,106,177,153,99,100,99
2022-09-02 11:38:17,164,158,128,0,99,101,100
2022-09-02 11:38:17,196,174,163,0,99,99,99
2022-09-02 11:38:17,185,162,169,0,99,99,101
2022-09-02 11:38:17,167,196,142,162,99,100,101
2022-09-01 11:38:17,151,119,0,0,99,99,99
2022-09-01 11:38:17,118,102,0,114,100,101,99
2022-09-01 11:38:17,121,173,0,194,100,99,101
2022-09-01 11:38:17,193,153,0,117,100,100,101
2022-09-01 11:38:17,177,108,0,174,99,101,100
2022-09-01 11:38:17,154,180,0,0,101,101,100
2022-09-01 11:38:17,129,123,149,111,100,99,100
2022-09-01 11:38:17,198,165,101,0,99,100,101
2022-09-01 11:38:17,154,166,191,183,101,99,100
2022-09-01 11:38:17,185,143,198,0,99,99,99
2022-09-01 11:38:17,100,168,106,190,100,101,101
2022-09-01 11:38:17,190,131,197,0,100,101,99
2022-09-01 11:38:17,197,105,144,198,101,99,99
2022-09-01 11:38:17,181,166,111,184,99,100,101
2022-09-01 11:38:17,152,200,102,162,99,101,99
2022-09-01 11:38:17,173,148,167,155,100,99,101
2022-09-01 11:38:17,174,143,161,123,100,101,99
2022-09-01 11:38:17,151,177,108,0,100,100,101
2022-09-01 11:38:17,145,109,166,148,101,101,100
2022-09-01 11:38:17,199,197,195,102,100,100,100
2022-09-01 11:38:17,101,132,108,178,100,99,100
2022-09-01 11:38:17,102,132,144,118,101,100,101
2022-09-01 11:38:17,122,168,101,124,101,99,100
2022-09-01 11:38:17,130,186,109,0,99,100,99
2022-09-01 11:38:17,200,198,199,174,101,100,101
2022-09-01 11:38:17,105,154,112,134,101,101,99
2022-09-01 11:38:17,172,105,142,154,100,99,101
2022-09-01 11:38:17,114,145,138,168,101,100,100
2022-09-01 11:38:17,133,173,164,0,101,100,99
2022-09-01 11:38:17,132,175,142,113,99,99,100
2022-09-01 11:38:17,128,110,152,132,99,101,99
2022-09-01 11:38:17,115,107,131,191,100,101,99
2022-09-01 11:38:17,159,180,145,139,99,101,99
2022-09-01 11:38:17,141,169,158,120,99,99,100
2022-09-01 11:38:17,156,170,117,0,99,99,101
2022-09-01 11:38:17,151,189,170,144,100,101,101
2022-09-01 11:38:17,168,105,141,143,100,100,99
2022-09-01 11:38:17,163,179,158,192,99,100,101
2022-09-01 11:38:17,144,117,187,112,100,101,100
2022-09-01 11:38:17,104,169,135,0,100,99,101
2022-09-01 11:38:17,134,187,108,145,99,99,99
2022-09-01 11:38:17,130,177,194,116,100,100,101
2022-09-01 11:38:17,159,180,125,176,99,101,101
2022-09-01 11:38:17,120,194,128,0,101,99,101
2022-09-01 11:38:17,143,159,127,142,99,101,100
2022-09-01 11:38:17,150,102,131,114,99,100,100
2022-09-01 11:38:17,101,156,132,148,100,100,100
2022-09-01 11:38:17,148,142,156,160,101,100,100
2022-09-01 11:38:17,174,164,195,0,99,99,101
2022-09-01 11:38:17,108,125,136,165,99,101,100
2022-09-01 11:38:17,180,189,166,127,101,101,99
2022-09-01 11:38:17,156,189,103,146,101,100,100
2022-09-01 11:38:17,136,192,188,164,100,100,101
2022-09-01 11:38:17,144,177,113,120,101,99,101
2022-09-01 11:38:17,184,131,147,188,99,100,100
2022-09-01 11:38:17,105,105,188,167,101,101,101
2022-09-01 11:38:17,115,170,183,179,99,100,99
2022-09-01 11:38:17,109,191,123,102,99,101,100
2022-09-01 11:38:17,116,124,165,163,100,101,101
2022-09-01 11:38:17,172,172,190,178,99,101,100
2022-09-01 11:38:17,126,170,161,150,100,101,99
2022-09-01 11:38:17,111,123,131,128,100,99,101
2022-09-01 11:38:17,200,185,162,178,99,100,101
2022-09-01 11:38:17,172,150,169,170,100,100,100
2022-09-01 11:38:17,153,138,165,168,101,101,101
2022-09-01 11:38:17,102,200,174,148,100,100,101
2022-09-01 11:38:17,127,120,196,149,101,100,101
2022-09-01 11:38:17,152,104,130,111,99,101,100
2022-09-01 11:38:17,173,158,117,183,100,100,101
2022-09-01 11:38:17,187,146,103,144,100,99,101
2022-09-01 11:38:17,160,138,105,182,101,101,99
2022-09-01 11:38:17,162,134,161,196,99,99,101
2022-09-01 11:38:17,126,115,114,0,101,100,99
2022-09-01 11:38:17,193,171,198,0,101,101,100
2022-09-01 11:38:17,156,105,166,135,99,101,99
2022-09-01 11:38:17,122,119,163,141,99,101,100
2022-09-01 11:38:17,103,176,191,104,101,100,99
2022-09-01 11:38:17,200,185,192,168,101,99,100
2022-09-01 11:38:17,188,181,154,134,99,100,100
2022-09-01 11:38:17,142,163,108,133,99,100,101
2022-09-01 11:38:17,113,139,189,129,99,101,100
2022-09-01 11:38:17,189,182,130,133,99,101,99
2022-09-01 11:38:17,194,127,118,130,100,99,99
2022-09-01 11:38:17,101,179,120,183,101,100,99
2022-09-01 11:38:17,194,162,198,118,100,99,100
2022-09-01 11:38:17,158,114,150,0,100,100,100
2022-09-01 11:38:17,126,112,195,167,101,100,100
2022-09-01 11:38:17,163,123,178,151,101,99,99
2022-09-01 11:38:17,116,117,189,165,99,99,100
2022-09-01 11:38:17,177,126,173,0,99,101,99
2022-09-01 11:38:17,157,150,152,115,99,101,99
2022-09-01 11:38:17,165,136,124,130,100,99,101
2022-09-01 11:38:17,136,196,172,0,99,100,100
2022-09-01 11:38:17,131,166,115,114,100,101,101
2022-09-01 11:38:17,193,154,144,0,101,99,99
2022-09-01 11:38:17,111,114,166,191,99,100,101
2022-09-01 11:38:17,189,138,113,108,101,100,101
2022-09-01 11:38:17,179,152,181,129,99,101,101
2022-09-01 11:38:17,157,139,137,149,99,100,100
2022-09-01 11:38:17,117,193,146,186,99,99,100
2022-09-01 11:38:17,150,148,149,132,101,100,100
2022-09-01 11:38:17,118,141,170,0,101,99,99
2022-09-01 11:38:17,112,101,103,121,99,99,101
2022-09-01 11:38:17,145,103,147,177,100,101,101
2022-09-01 11:38:17,126,118,133,146,101,99,99
2022-09-01 11:38:17,116,126,143,108,100,99,99
2022-09-01 11:38:17,187,105,192,136,100,101,100
2022-09-01 11:38:17,104,106,160,177,99,99,101
2022-09-01 11:38:17,150,196,121,114,99,100,99
2022-09-01 11:38:17,156,114,119,0,100,101,99
2022-09-01 11:38:17,127,164,197,0,101,99,101
2022-09-01 11:38:17,151,153,176,138,100,99,99
2022-09-01 11:38:17,191,124,138,187,101,101,99
2022-09-01 11:38:17,120,130,191,148,100,100,99
2022-09-01 11:38:17,123,112,136,0,101,100,100
2022-09-01 11:38:17,124,102,152,147,100,101,100
2022-09-01 11:38:17,173,186,120,134,101,100,100
2022-09-01 11:38:17,172,180,185,186,101,101,99
2022-09-01 11:38:17,193,121,111,0,99,101,100
2022-09-01 11:38:17,139,108,195,111,101,100,101
2022-09-01 11:38:17,193,121,116,112,99,100,99
2022-09-01 11:38:17,122,159,116,116,101,100,100
2022-09-01 11:38:17,187,192,119,179,101,99,99
2022-09-01 11:38:17,176,195,124,132,101,99,100
2022-09-01 11:38:17,124,166,123,134,100,100,100
2022-09-01 11:38:17,200,158,130,136,101,101,101
2022-09-01 11:38:17,193,160,185,153,101,100,101
2022-09-01 11:38:17,197,174,142,0,101,100,101
2022-09-01 11:38:17,176,167,193,0,101,99,101
2022-09-01 11:38:17,150,180,147,168,100,99,99
2022-09-01 11:38:17,142,119,112,172,100,101,99
2022-09-01 11:38:17,157,176,138,110,99,99,99
2022-09-01 11:38:17,179,152,102,170,99,101,101
2022-09-01 11:38:17,147,178,149,0,100,99,100
2022-09-01 11:38:17,200,198,165,195,100,101,100
2022-09-01 11:38:17,157,124,176,0,101,100,100
2022-09-01 11:38:17,182,121,113,102,99,101,101
2022-09-01 11:38:17,187,170,114,0,100,100,99
2022-09-01 11:38:17,117,149,166,167,101,99,101
2022-09-01 11:38:17,146,136,171,106,99,101,101
2022-09-01 11:38:17,171,114,119,161,99,101,101
2022-09-01 11:38:17,140,122,184,149,100,99,100
2022-09-01 11:38:17,131,162,134,0,100,100,101
2022-09-01 11:38:17,147,197,103,0,100,100,101
2022-09-01 11:38:17,147,159,183,115,99,101,99
2022-09-01 11:38:17,139,124,117,163,100,100,101
2022-09-01 11:38:17,159,185,135,166,101,101,101
2022-09-01 11:38:17,107,178,175,122,101,100,100
2022-09-01 11:38:17,131,141,142,160,100,100,100
2022-09-01 11:38:17,103,131,147,0,101,100,99
2022-09-01 11:38:17,136,121,176,0,101,101,100
2022-09-01 11:38:17,186,129,165,177,99,100,100
2022-09-01 11:38:17,136,124,138,121,100,100,99
2022-09-01 11:38:17,164,126,153,179,99,101,99
2022-09-01 11:38:17,199,196,143,0,101,99,100
2022-09-01 11:38:17,147,101,152,177,100,101,101
2022-09-01 11:38:17,173,113,133,159,101,100,99
2022-09-01 11:38:17,127,140,143,0,99,101,99
2022-09-01 11:38:17,169,194,159,160,99,100,100
2022-09-01 11:38:17,129,190,176,185,100,99,100
2022-09-01 11:38:17,118,120,102,0,101,100,101
2022-09-01 11:38:17,194,147,100,155,99,101,99
2022-09-01 11:38:17,152,193,199,119,99,100,99
2022-09-01 11:38:17,183,134,177,131,101,99,100
2022-09-01 11:38:17,125,130,104,152,100,101,99
2022-09-01 11:38:17,112,176,100,119,101,100,100
2022-09-01 11:38:17,197,132,159,0,101,99,99
2022-09-01 11:38:17,149,170,113,136,100,99,99
2022-09-01 11:38:17,158,141,182,127,100,101,100
2022-09-01 11:38:17,158,159,144,172,100,100,99
2022-09-01 11:38:17,124,183,174,146,101,99,101
2022-09-01 11:38:17,167,134,166,141,99,101,99
2022-09-01 11:38:17,139,127,123,168,100,100,99
2022-09-01 11:38:17,152,185,180,163,100,99,101
2022-09-01 11:38:17,159,155,177,131,99,101,101
2022-09-01 11:38:17,109,140,177,112,101,99,99
2022-09-01 11:38:17,117,194,200,0,99,101,100
2022-09-01 11:38:17,173,160,138,189,99,101,100
2022-09-01 11:38:17,137,130,153,115,101,99,99
2022-09-01 11:38:17,180,189,135,148,99,100,101
2022-09-01 11:38:17,176,188,111,124,100,99,100
2022-09-01 11:38:17,197,172,120,0,99,101,101
2022-09-01 11:38:17,182,126,176,198,100,100,101
2022-09-01 11:38:17,182,117,152,110,101,101,101
2022-09-01 11:38:17,189,175,183,139,101,99,99
2022-09-01 11:38:17,111,192,200,100,101,100,99
2022-09-01 11:38:17,113,125,146,0,101,100,100
2022-09-01 11:38:17,154,107,110,186,100,99,100
2022-09-01 11:38:17,162,101,168,185,100,101,101
2022-09-01 11:38:17,115,132,188,189,100,101,101
2022-09-01 11:38:17,110,146,103,122,100,101,100
2022-09-01 11:38:17,179,186,133,200,100,99,101
2022-09-01 11:38:17,186,144,185,109,100,100,99
2022-09-01 11:38:17,172,137,138,102,100,101,99
2022-09-01 11:38:17,111,120,184,170,99,99,101
2022-09-01 11:38:17,171,172,154,120,99,100,100
2022-09-01 11:38:17,102,187,157,0,100,100,99
2022-09-01 11:38:17,106,136,137,154,101,99,99
2022-09-01 11:38:17,179,197,186,147,101,100,101
2022-09-01 11:38:17,118,199,127,179,99,101,100
2022-08-31 11:38:17,170,157,0,138,99,99,100
2022-08-31 11:38:17,116,148,0,112,100,101,101
2022-08-31 11:38:17,127,168,0,141,100,99,100
2022-08-31 11:38:17,198,170,0,145,100,100,100
2022-08-31 11:38:17,130,189,0,161,101,101,100
2022-08-31 11:38:17,121,166,0,184,100,101,100
2022-08-31 11:38:17,101,185,136,116,99,99,100
2022-08-31 11:38:17,148,113,167,121,100,101,101
2022-08-31 11:38:17,172,186,159,191,101,100,101
2022-08-31 11:38:17,117,156,200,198,101,100,99
2022-08-31 11:38:17,141,170,159,121,101,99,101
2022-08-31 11:38:17,185,182,195,179,100,100,101
2022-08-31 11:38:17,126,131,101,132,99,101,100
2022-08-31 11:38:17,116,159,147,147,100,100,101
2022-08-31 11:38:17,130,199,156,128,101,101,100
2022-08-31 11:38:17,148,160,146,188,101,101,100
2022-08-31 11:38:17,175,132,122,150,101,100,99
2022-08-31 11:38:17,132,166,166,0,100,100,99
2022-08-31 11:38:17,124,183,110,127,100,99,101
2022-08-31 11:38:17,143,117,121,180,99,100,101
2022-08-31 11:38:17,120,168,127,100,99,100,100
2022-08-31 11:38:17,176,109,106,0,101,99,101
2022-08-31 11:38:17,136,153,189,162,99,99,100
2022-08-31 11:38:17,134,152,192,111,101,101,99
2022-08-31 11:38:17,151,162,175,0,99,100,100
2022-08-31 11:38:17,159,188,195,143,99,99,99
2022-08-31 11:38:17,134,150,192,0,100,101,101
2022-08-31 11:38:17,144,191,128,0,101,101,99
2022-08-31 11:38:17,173,118,116,0,101,100,99
2022-08-31 11:38:17,111,181,147,103,100,99,99
2022-08-31 11:38:17,164,119,101,167,101,100,100
2022-08-31 11:38:17,116,142,116,114,100,100,100
2022-08-31 11:38:17,114,141,116,168,99,99,100
2022-08-31 11:38:17,157,152,144,176,99,99,100
2022-08-31 11:38:17,116,159,178,0,101,99,100
2022-08-31 11:38:17,187,179,118,176,101,100,100
2022-08-31 11:38:17,118,159,196,113,100,99,100
2022-08-31 11:38:17,180,166,135,182,101,100,101
2022-08-31 11:38:17,151,127,136,176,100,101,99
2022-08-31 11:38:17,171,174,114,160,101,100,101
2022-08-31 11:38:17,179,125,193,140,101,101,100
2022-08-31 11:38:17,151,132,197,188,99,99,101
2022-08-31 11:38:17,164,188,195,165,100,101,100
2022-08-31 11:38:17,188,146,159,171,100,99,101
2022-08-31 11:38:17,158,125,134,200,101,100,101
2022-08-31 11:38:17,100,121,126,173,99,99,100
2022-08-31 11:38:17,180,132,110,0,101,99,100
2022-08-31 11:38:17,168,134,172,147,99,101,100
2022-08-31 11:38:17,155,117,108,182,101,101,101
2022-08-31 11:38:17,180,111,184,107,99,100,99
2022-08-31 11:38:17,127,112,155,0,100,101,101
2022-08-31 11:38:17,130,133,124,103,101,101,99
2022-08-31 11:38:17,117,132,158,138,100,99,101
2022-08-31 11:38:17,139,141,187,144,99,101,100
2022-08-31 11:38:17,186,169,146,187,101,101,100
2022-08-31 11:38:17,109,165,132,0,101,100,101
2022-08-31 11:38:17,181,127,174,193,100,100,101
2022-08-31 11:38:17,197,115,136,0,99,101,100
2022-08-31 11:38:17,172,148,187,126,100,101,99
2022-08-31 11:38:17,198,106,140,146,99,99,99
2022-08-31 11:38:17,169,122,120,148,99,99,101
2022-08-31 11:38:17,138,138,190,128,101,99,101
2022-08-31 11:38:17,126,137,145,176,101,101,101
2022-08-31 11:38:17,193,108,150,116,100,99,99
2022-08-31 11:38:17,150,196,101,139,99,100,100
2022-08-31 11:38:17,171,180,182,0,99,99,99
2022-08-31 11:38:17,199,141,174,189,99,99,101
2022-08-31 11:38:17,187,150,153,129,99,101,101
2022-08-31 11:38:17,171,127,180,112,99,99,100
2022-08-31 11:38:17,156,129,180,0,100,100,101
2022-08-31 11:38:17,134,199,115,102,100,99,99
2022-08-31 11:38:17,156,112,129,151,99,99,99
2022-08-31 11:38:17,156,128,125,0,101,100,100
2022-08-31 11:38:17,175,197,123,0,101,101,101
2022-08-31 11:38:17,186,125,100,0,100,101,99
2022-08-31 11:38:17,177,172,124,132,99,99,101
2022-08-31 11:38:17,134,169,150,200,99,101,100
2022-08-31 11:38:17,145,105,140,119,101,100,100
2022-08-31 11:38:17,187,155,163,0,99,101,101
2022-08-31 11:38:17,125,194,113,185,99,100,100
2022-08-31 11:38:17,167,117,111,134,99,100,101
2022-08-31 11:38:17,150,170,142,0,101,101,99
2022-08-31 11:38:17,187,184,101,137,99,100,101
2022-08-31 11:38:17,105,119,118,188,99,99,99
2022-08-31 11:38:17,175,105,196,121,101,101,100
2022-08-31 11:38:17,151,123,192,181,99,100,101
2022-08-31 11:38:17,133,160,173,193,100,100,101
2022-08-31 11:38:17,125,124,196,116,101,101,101
2022-08-31 11:38:17,163,177,117,157,99,101,100
2022-08-31 11:38:17,179,176,120,166,99,99,99
2022-08-31 11:38:17,177,161,148,200,100,100,99
2022-08-31 11:38:17,102,177,184,166,101,99,100
2022-08-31 11:38:17,195,186,167,0,100,101,101
2022-08-31 11:38:17,194,150,179,191,101,101,101
2022-08-31 11:38:17,161,125,120,0,101,101,101
2022-08-31 11:38:17,117,113,145,104,100,101,99
2022-08-31 11:38:17,174,188,184,117,100,100,101
2022-08-31 11:38:17,156,183,196,112,101,101,99
2022-08-31 11:38:17,105,189,197,169,99,101,99
2022-08-31 11:38:17,114,133,110,197,99,99,100
2022-08-31 11:38:17,185,158,112,126,101,100,99
2022-08-31 11:38:17,169,188,171,138,101,100,100
2022-08-31 11:38:17,103,155,131,173,100,100,101
2022-08-31 11:38:17,104,136,136,125,99,100,101
2022-08-31 11:38:17,134,192,120,105,100,101,100
2022-08-31 11:38:17,104,127,118,195,101,100,99
2022-08-31 11:38:17,173,116,131,199,99,99,100
2022-08-31 11:38:17,107,110,130,121,100,99,99
2022-08-31 11:38:17,103,132,166,0,100,99,101
2022-08-31 11:38:17,122,102,154,157,101,101,99
2022-08-31 11:38:17,168,195,141,104,100,100,99
2022-08-31 11:38:17,130,171,108,153,101,99,101
2022-08-31 11:38:17,182,101,123,126,99,100,101
2022-08-31 11:38:17,189,150,149,105,100,99,101
2022-08-31 11:38:17,102,146,113,195,100,99,100
2022-08-31 11:38:17,124,173,178,130,101,101,100
2022-08-31 11:38:17,161,124,188,199,99,99,101
2022-08-31 11:38:17,188,189,190,0,100,101,101
2022-08-31 11:38:17,100,151,133,0,100,100,101
2022-08-31 11:38:17,107,100,100,0,99,99,100
2022-08-31 11:38:17,184,110,140,0,101,99,99
2022-08-31 11:38:17,115,189,194,180,101,99,101
2022-08-31 11:38:17,147,200,137,188,99,101,99
2022-08-31 11:38:17,153,185,157,0,100,100,101
2022-08-31 11:38:17,131,183,140,0,100,101,100
2022-08-31 11:38:17,158,176,154,108,101,101,101
2022-08-31 11:38:17,186,143,198,0,99,100,101
2022-08-31 11:38:17,121,108,111,0,101,101,100
2022-08-31 11:38:17,160,131,168,158,101,99,101
2022-08-31 11:38:17,137,135,153,143,100,99,101
2022-08-31 11:38:17,115,187,139,143,100,99,100
2022-08-31 11:38:17,109,168,136,146,99,101,100
2022-08-31 11:38:17,137,108,137,153,100,99,99
2022-08-31 11:38:17,147,199,106,166,101,101,101
2022-08-31 11:38:17,150,196,119,113,99,101,100
2022-08-31 11:38:17,109,145,158,154,101,100,100
2022-08-31 11:38:17,172,145,145,191,99,99,99
2022-08-31 11:38:17,141,118,200,0,101,99,101
2022-08-31 11:38:17,173,132,191,0,100,101,100
2022-08-31 11:38:17,188,102,160,150,100,100,101
2022-08-31 11:38:17,168,161,160,198,101,99,101
2022-08-31 11:38:17,100,150,165,0,100,100,99
2022-08-31 11:38:17,100,101,112,0,100,100,101
2022-08-31 11:38:17,133,127,177,145,101,100,100
2022-08-31 11:38:17,179,181,193,0,101,99,100
2022-08-31 11:38:17,145,166,168,119,101,101,101
2022-08-31 11:38:17,158,126,164,185,99,100,99
2022-08-31 11:38:17,190,126,115,0,99,101,101
2022-08-31 11:38:17,175,178,188,103,99,100,99
2022-08-31 11:38:17,120,108,153,111,99,101,101
2022-08-31 11:38:17,120,175,151,0,99,100,100
2022-08-31 11:38:17,189,103,147,175,100,101,100
2022-08-31 11:38:17,152,178,121,187,99,100,100
2022-08-31 11:38:17,188,189,162,0,101,100,99
2022-08-31 11:38:17,161,192,171,190,99,101,100
2022-08-31 11:38:17,146,164,198,149,101,99,101
2022-08-31 11:38:17,124,164,151,118,101,99,100
2022-08-31 11:38:17,170,171,141,153,100,100,99
2022-08-31 11:38:17,121,147,157,0,101,101,101
2022-08-31 11:38:17,186,151,143,153,100,100,101
2022-08-31 11:38:17,123,187,192,154,101,101,100
2022-08-31 11:38:17,145,157,170,166,101,99,100
2022-08-31 11:38:17,119,165,178,160,99,99,101
2022-08-31 11:38:17,199,131,188,163,101,101,100
2022-08-31 11:38:17,163,150,191,171,100,101,101
2022-08-31 11:38:17,200,143,157,107,101,99,100
2022-08-31 11:38:17,152,168,150,166,99,99,99
2022-08-31 11:38:17,144,144,102,174,99,99,101
2022-08-31 11:38:17,194,162,139,162,99,100,99
2022-08-31 11:38:17,179,128,125,127,101,101,99
2022-08-31 11:38:17,169,109,185,100,99,100,100
2022-08-31 11:38:17,142,175,136,144,101,99,100
2022-08-31 11:38:17,106,140,155,178,99,101,101
2022-08-31 11:38:17,155,117,163,104,99,100,101
2022-08-31 11:38:17,103,196,111,108,99,100,101
2022-08-31 11:38:17,111,191,125,168,101,101,100
2022-08-31 11:38:17,152,107,140,124,101,99,99
2022-08-31 11:38:17,173,115,161,104,99,99,99
2022-08-31 11:38:17,122,190,138,119,101,101,100
2022-08-31 11:38:17,130,147,150,0,100,100,99
2022-08-31 11:38:17,169,197,189,200,99,99,99
2022-08-31 11:38:17,102,115,173,0,99,101,101
2022-08-31 11:38:17,190,156,147,170,101,100,101
2022-08-31 11:38:17,109,171,134,173,100,100,100
2022-08-31 11:38:17,156,173,190,158,101,99,101
2022-08-31 11:38:17,146,114,145,0,100,100,99
2022-08-31 11:38:17,176,142,187,123,99,100,100
2022-08-31 11:38:17,155,122,136,0,99,100,100
2022-08-31 11:38:17,169,113,166,128,100,100,99
2022-08-31 11:38:17,156,188,115,0,100,101,100
2022-08-31 11:38:17,186,190,128,172,99,99,99
2022-08-31 11:38:17,155,156,126,140,100,99,100
2022-08-31 11:38:17,175,192,130,170,99,101,101
2022-08-31 11:38:17,109,105,136,119,99,99,99
2022-08-31 11:38:17,165,190,127,198,100,101,101
2022-08-31 11:38:17,186,184,187,161,100,101,99
2022-08-31 11:38:17,181,174,187,0,101,99,100
2022-08-31 11:38:17,125,171,163,126,100,100,101
2022-08-31 11:38:17,160,174,136,163,101,99,99
2022-08-31 11:38:17,158,199,170,180,99,100,100
2022-08-30 11:38:17,132,153,0,164,100,100,100
2022-08-30 11:38:17,127,158,0,200,100,100,101
2022-08-30 11:38:17,176,162,0,151,100,100,100
2022-08-30 11:38:17,169,159,0,171,99,101,100
2022-08-30 11:38:17,130,162,0,134,100,101,100
2022-08-30 11:38:17,193,158,0,0,101,100,101
2022-08-30 11:38:17,188,174,182,137,100,101,99
2022-08-30 11:38:17,100,139,145,120,100,101,100
2022-08-30 11:38:17,120,128,103,0,100,100,101
2022-08-30 11:38:17,161,186,200,126,101,100,100
2022-08-30 11:38:17,200,151,186,0,100,100,99
2022-08-30 11:38:17,127,175,128,200,100,101,101
2022-08-30 11:38:17,144,107,107,0,99,99,100
2022-08-30 11:38:17,152,197,166,0,101,99,100
2022-08-30 11:38:17,171,152,112,0,99,99,100
2022-08-30 11:38:17,124,159,186,0,101,101,101
2022-08-30 11:38:17,183,123,141,127,101,100,101
2022-08-30 11:38:17,192,192,163,159,99,101,101
2022-08-30 11:38:17,115,116,148,145,99,100,99
2022-08-30 11:38:17,130,181,153,164,100,100,101
2022-08-30 11:38:17,123,179,100,136,100,101,100
2022-08-30 11:38:17,193,139,190,196,99,99,99
2022-08-30 11:38:17,111,181,135,109,99,101,99
2022-08-30 11:38:17,122,153,182,121,99,100,99
2022-08-30 11:38:17,132,100,157,0,99,99,101
2022-08-30 11:38:17,175,124,171,139,100,100,99
2022-08-30 11:38:17,139,179,140,0,100,100,101
2022-08-30 11:38:17,170,135,159,185,99,101,99
